,id,opt-direction,value
72,26dap-M_c,max,-2.995732273553992
73,26dap-M_c,min,-13.815510557964274
74,2agpe120_c,max,-2.995732273553991
75,2agpe120_c,min,-13.815510557964274
76,2agpe140_c,max,-2.995732273553991
77,2agpe140_c,min,-13.815510557964274
78,2agpe141_c,max,-2.995732273553991
79,2agpe141_c,min,-13.815510557964274
80,2agpe160_c,max,-2.995732273553991
81,2agpe160_c,min,-13.815510557964274
82,2agpe161_c,max,-2.995732273553991
83,2agpe161_c,min,-13.815510557964274
84,2agpe180_c,max,-2.995732273553991
85,2agpe180_c,min,-13.815510557964274
86,2agpe181_c,max,-2.995732273553991
87,2agpe181_c,min,-13.815510557964274
88,2agpg120_c,max,-2.995732273553991
89,2agpg120_c,min,-13.815510557964274
90,2agpg140_c,max,-2.995732273553991
91,2agpg140_c,min,-13.815510557964274
92,2agpg141_c,max,-2.995732273553991
93,2agpg141_c,min,-13.815510557964274
94,2agpg160_c,max,-2.995732273553991
95,2agpg160_c,min,-13.815510557964274
96,2agpg161_c,max,-2.995732273553991
97,2agpg161_c,min,-13.815510557964274
98,2agpg180_c,max,-2.995732273553991
99,2agpg180_c,min,-13.815510557964274
100,2agpg181_c,max,-2.995732273553991
101,2agpg181_c,min,-13.815510557964274
102,2ahbut_c,max,-2.995732273553991
103,2ahbut_c,min,-13.815510557964274
104,2amsa_c,max,-2.995732273553991
105,2amsa_c,min,-13.815510557964274
106,2aobut_c,max,-2.995732273553991
107,2aobut_c,min,-13.815510557964274
108,2cpr5p_c,max,-2.995732273553991
109,2cpr5p_c,min,-13.815510557964274
110,2dda7p_c,max,-2.995732273553991
111,2dda7p_c,min,-13.815510557964274
112,2ddecg3p_c,max,-2.995732273553991
113,2ddecg3p_c,min,-13.815510557964274
114,2ddg6p_c,max,-2.995732273553991
115,2ddg6p_c,min,-13.815510557964274
116,2ddglcn_c,max,-2.995732273553991
117,2ddglcn_c,min,-13.815510557964274
118,2dh3dgal_c,max,-2.995732273553991
119,2dh3dgal_c,min,-13.815510557964274
120,2dh3dgal6p_c,max,-2.9957322735539913
121,2dh3dgal6p_c,min,-13.815510557964274
122,2dhguln_c,max,-2.995732273553991
123,2dhguln_c,min,-13.815510557964274
124,2dhp_c,max,-2.995732273553991
125,2dhp_c,min,-13.815510557964274
126,2dmmq8_c,max,-7.512810597397111
127,2dmmq8_c,min,-13.815510557964274
128,2dmmql8_c,max,-2.995732273553991
129,2dmmql8_c,min,-9.298432234121154
130,2dr1p_c,max,-2.995732273553991
131,2dr1p_c,min,-13.815510557964274
132,2dr5p_c,max,-2.995732273553991
133,2dr5p_c,min,-13.815510557964274
134,2fe1s_c,max,-2.995732273553991
135,2fe1s_c,min,-13.815510557964274
136,2fe2s_c,max,-2.995732273553991
137,2fe2s_c,min,-13.815510557964274
138,2h3oppan_c,max,-2.995732273553991
139,2h3oppan_c,min,-13.815510557964274
140,2hdec9eg3p_c,max,-2.995732273553991
141,2hdec9eg3p_c,min,-13.815510557964274
142,2hdecg3p_c,max,-2.995732273553991
143,2hdecg3p_c,min,-13.815510557964274
144,2ippm_c,max,-3.968948366411114
145,2ippm_c,min,-9.262328508874052
146,2mahmp_c,max,-2.995732273553991
147,2mahmp_c,min,-13.815510557964274
148,2mcacn_c,max,-2.995732273553991
149,2mcacn_c,min,-13.815510557964274
150,2mcit_c,max,-2.995732273553991
151,2mcit_c,min,-13.815510557964274
152,2me4p_c,max,-2.995732273553991
153,2me4p_c,min,-13.815510557964274
154,2mecdp_c,max,-13.815510556275303
155,2mecdp_c,min,-13.815510557964274
156,2obut_c,max,-2.995732273553991
157,2obut_c,min,-13.815510557964274
158,2odec11eg3p_c,max,-2.995732273553991
159,2odec11eg3p_c,min,-13.815510557964274
160,2odecg3p_c,max,-2.995732273553991
161,2odecg3p_c,min,-13.815510557964274
162,2ohph_c,max,-2.995732273553991
163,2ohph_c,min,-13.815510557964274
164,2ombzl_c,max,-2.995732273553991
165,2ombzl_c,min,-13.815510557964274
166,2omhmbl_c,max,-2.9957322735539913
167,2omhmbl_c,min,-13.815510557964274
168,2ommbl_c,max,-2.995732273553991
169,2ommbl_c,min,-13.815510557964274
170,2omph_c,max,-2.995732273553991
171,2omph_c,min,-13.815510557964274
172,2oph_c,max,-2.995732273553991
173,2oph_c,min,-13.815510557964274
174,2oxpaccoa_c,max,-2.995732273553991
175,2oxpaccoa_c,min,-13.815510557964274
176,2p4c2me_c,max,-2.995732273553991
177,2p4c2me_c,min,-2.995732273553991
178,2pg_c,max,-4.483516512905927
179,2pg_c,min,-12.66329732086171
180,2pglyc_c,max,-2.995732273553991
181,2pglyc_c,min,-13.815510557964274
182,2sephchc_c,max,-2.995732273553991
183,2sephchc_c,min,-13.815510557964274
184,2shchc_c,max,-2.995732273553991
185,2shchc_c,min,-13.815510557964274
186,2tdec7eg3p_c,max,-2.995732273553991
187,2tdec7eg3p_c,min,-13.815510557964274
188,2tdecg3p_c,max,-2.995732273553991
189,2tdecg3p_c,min,-13.815510557964274
190,2tpr3dpcoa_c,max,-2.995732273553991
191,2tpr3dpcoa_c,min,-13.815510557964274
192,34hpp_c,max,-2.995732273553991
193,34hpp_c,min,-13.815510557964274
194,35cgmp_c,max,-2.995732273553991
195,35cgmp_c,min,-13.815510557964274
196,3amac_c,max,-2.995732273553991
197,3amac_c,min,-13.815510557964274
198,3c2hmp_c,max,-2.995732273553991
199,3c2hmp_c,min,-7.656432984967847
200,3c3hmp_c,max,-2.995732273553991
201,3c3hmp_c,min,-8.289112416579894
202,3c4mop_c,max,-9.154809846550418
203,3c4mop_c,min,-13.815510557964274
204,3dhguln_c,max,-2.995732273553991
205,3dhguln_c,min,-13.815510557964274
206,3dhgulnp_c,max,-2.995732273553991
207,3dhgulnp_c,min,-13.815510557964274
208,3dhq_c,max,-2.995732273553991
209,3dhq_c,min,-13.815510557964274
210,3dhsk_c,max,-2.995732273553991
211,3dhsk_c,min,-13.815510557964274
212,3fe4s_c,max,-2.995732273553991
213,3fe4s_c,min,-13.815510557964274
214,3hadpcoa_c,max,-2.995732273553991
215,3hadpcoa_c,min,-13.815510557964274
216,3hbcoa_c,max,-2.995732273553991
217,3hbcoa_c,min,-11.458375745324172
218,3hcinnm_c,max,-2.995732273553991
219,3hcinnm_c,min,-13.815510557964274
220,3hdcoa_c,max,-2.995732273553991
221,3hdcoa_c,min,-11.458375745323941
222,3hddcoa_c,max,-2.995732273553991
223,3hddcoa_c,min,-11.458375745324181
224,3hhcoa_c,max,-2.995732273553991
225,3hhcoa_c,min,-11.458375745324016
226,3hhdcoa_c,max,-2.995732273553991
227,3hhdcoa_c,min,-11.458375745324
228,3hocoa_c,max,-2.995732273553991
229,3hocoa_c,min,-11.458375745324208
230,3hodcoa_c,max,-2.995732273553991
231,3hodcoa_c,min,-7.035574396524815
232,3hpp_c,max,-2.995732273553991
233,3hpp_c,min,-13.815510557964274
234,3hpppn_c,max,-2.995732273553991
235,3hpppn_c,min,-13.815510557964274
236,3htdcoa_c,max,-2.995732273553991
237,3htdcoa_c,min,-9.245871936410817
238,3ig3p_c,max,-2.995732273553991
239,3ig3p_c,min,-13.815510557964274
240,3mob_c,max,-2.995732273553991
241,3mob_c,min,-13.815510557964274
242,3mop_c,max,-2.995732273553991
243,3mop_c,min,-13.815510557964274
244,3odcoa_c,max,-5.648732473887251
245,3odcoa_c,min,-13.815510557964274
246,3oddcoa_c,max,-5.648732473887444
247,3oddcoa_c,min,-13.815510557964274
248,3ohcoa_c,max,-5.648732473887446
249,3ohcoa_c,min,-13.815510557964274
250,3ohdcoa_c,max,-5.6487324738876845
251,3ohdcoa_c,min,-13.815510557964274
252,3oocoa_c,max,-5.64873247388735
253,3oocoa_c,min,-13.815510557964274
254,3oodcoa_c,max,-5.648732473887418
255,3oodcoa_c,min,-13.815510557964274
256,3ophb_c,max,-2.995732273553991
257,3ophb_c,min,-13.815510557964274
258,3otdcoa_c,max,-10.071533822686986
259,3otdcoa_c,min,-13.815510557964274
260,3oxdhscoa_c,max,-2.995732273553991
261,3oxdhscoa_c,min,-13.815510557964274
262,3pg_c,max,-2.995732273553991
263,3pg_c,min,-9.06925871582252
264,3php_c,max,-7.741984116258709
265,3php_c,min,-13.815510557964274
266,3psme_c,max,-2.995732273553991
267,3psme_c,min,-13.815510557964274
268,4abut_c,max,-2.995732273553991
269,4abut_c,min,-13.815510557964274
270,4abutn_c,max,-2.995732273553991
271,4abutn_c,min,-13.815510557964274
272,4abz_c,max,-2.995732273553991
273,4abz_c,min,-13.815510557964274
274,4adcho_c,max,-2.995732273553991
275,4adcho_c,min,-13.815510557964274
276,4ahmmp_c,max,-2.995732273553991
277,4ahmmp_c,min,-13.815510557964274
278,4ampm_c,max,-2.995732273553991
279,4ampm_c,min,-13.815510557964274
280,4c2me_c,max,-2.995732273553991
281,4c2me_c,min,-13.815510557964274
282,4crsol_c,max,-2.995732273553991
283,4crsol_c,min,-13.815510557964274
284,4fe4s_c,max,-2.995732273553991
285,4fe4s_c,min,-13.815510557964274
286,4h2opntn_c,max,-2.995732273553991
287,4h2opntn_c,min,-13.815510557964274
288,4hbz_c,max,-2.995732273553991
289,4hbz_c,min,-13.815510557964274
290,4hthr_c,max,-2.995732273553991
291,4hthr_c,min,-13.815510557964274
292,4mhetz_c,max,-2.995732273553991
293,4mhetz_c,min,-13.815510557964274
294,4mop_c,max,-2.995732273553991
295,4mop_c,min,-13.815510557964274
296,4mpetz_c,max,-2.995732273553991
297,4mpetz_c,min,-13.815510557964274
298,4pasp_c,max,-2.995732273553991
299,4pasp_c,min,-7.656432984967848
300,4per_c,max,-2.995732273553991
301,4per_c,min,-7.657670522289637
302,4ppan_c,max,-2.995732273553991
303,4ppan_c,min,-13.815510557964274
304,4ppcys_c,max,-2.995732273553991
305,4ppcys_c,min,-13.815510557964274
306,4r5au_c,max,-2.995732273553991
307,4r5au_c,min,-13.815510557964274
308,56dura_c,max,-2.995732273553991
309,56dura_c,min,-13.815510557964274
310,5aizc_c,max,-13.815510556275377
311,5aizc_c,min,-13.815510556275377
312,5aop_c,max,-2.995732273553991
313,5aop_c,min,-13.815510557964274
314,5aprbu_c,max,-2.995732273553991
315,5aprbu_c,min,-13.815510557964274
316,5apru_c,max,-2.995732273553991
317,5apru_c,min,-13.815510557964274
318,5caiz_c,max,-2.995732273553991
319,5caiz_c,min,-2.9957322752428865
320,5dglcn_c,max,-2.995732273553991
321,5dglcn_c,min,-13.815510557964274
322,5dh4dglc_c,max,-2.995732273553991
323,5dh4dglc_c,min,-13.815510557964274
324,5drib_c,max,-2.995732273553991
325,5drib_c,min,-13.815510557964274
326,5fthf_c,max,-2.995732273553991
327,5fthf_c,min,-13.815510557964274
328,5mta_c,max,-2.995732273553991
329,5mta_c,min,-13.815510557964274
330,5mthf_c,max,-2.995732273553991
331,5mthf_c,min,-13.815510557964274
332,5mtr_c,max,-2.995732273553991
333,5mtr_c,min,-13.815510557964274
334,5prdmbz_c,max,-2.995732273553991
335,5prdmbz_c,min,-13.815510557964274
336,6hmhpt_c,max,-2.995732273553991
337,6hmhpt_c,min,-13.815510557964274
338,6hmhptpp_c,max,-2.995732273553991
339,6hmhptpp_c,min,-13.815510557964274
340,6pgc_c,max,-2.995732273553991
341,6pgc_c,min,-13.815510557964274
342,6pgl_c,max,-2.995732273553991
343,6pgl_c,min,-13.815510557964274
344,8aonn_c,max,-2.995732273553991
345,8aonn_c,min,-13.815510557964274
346,LalaDglu_c,max,-2.995732273553991
347,LalaDglu_c,min,-13.815510557964274
348,LalaDgluMdap_c,max,-2.995732273553991
349,LalaDgluMdap_c,min,-13.815510557964274
350,LalaDgluMdapDala_c,max,-2.995732273553991
351,LalaDgluMdapDala_c,min,-13.815510557964274
352,LalaLglu_c,max,-2.995732273553991
353,LalaLglu_c,min,-13.815510557964274
354,N1aspmd_c,max,-2.995732273553991
355,N1aspmd_c,min,-13.815510557964274
356,Nmtrp_c,max,-2.995732273553991
357,Nmtrp_c,min,-13.815510557964274
358,Sfglutth_c,max,-2.995732273553991
359,Sfglutth_c,min,-13.815510557964274
360,aacald_c,max,-2.995732273553991
361,aacald_c,min,-13.815510557964274
362,aacoa_c,max,-5.648732473887446
363,aacoa_c,min,-13.815510557964274
364,aact_c,max,-2.995732273553991
365,aact_c,min,-13.815510557964274
366,ac_c,max,-2.995732273553991
367,ac_c,min,-13.815510557964274
368,acac_c,max,-2.995732273553991
369,acac_c,min,-13.815510557964274
370,acald_c,max,-2.995732273553991
371,acald_c,min,-13.815510557964274
372,acanth_c,max,-2.995732273553991
373,acanth_c,min,-13.815510557964274
374,accoa_c,max,-2.995732273553991
375,accoa_c,min,-6.739709008831278
376,acetol_c,max,-2.995732273553991
377,acetol_c,min,-13.815510557964274
378,acg5p_c,max,-2.995732273553991
379,acg5p_c,min,-13.815510557964274
380,acg5sa_c,max,-2.995732273553991
381,acg5sa_c,min,-13.815510557964274
382,acgam_c,max,-2.995732273553991
383,acgam_c,min,-13.815510557964274
384,acgam1p_c,max,-2.995732273553991
385,acgam1p_c,min,-13.815510557964274
386,acgam6p_c,max,-2.995732273553991
387,acgam6p_c,min,-13.815510557964274
388,acglc-D_c,max,-2.995732273553991
389,acglc-D_c,min,-13.815510557964274
390,acglu_c,max,-2.995732273553991
391,acglu_c,min,-13.815510557964274
392,acmalt_c,max,-2.995732273553991
393,acmalt_c,min,-13.815510557964274
394,acmana_c,max,-2.995732273553991
395,acmana_c,min,-13.815510557964274
396,acmanap_c,max,-2.995732273553991
397,acmanap_c,min,-13.815510557964274
398,acmum6p_c,max,-2.995732273553991
399,acmum6p_c,min,-13.815510557964274
400,acnam_c,max,-2.995732273553991
401,acnam_c,min,-13.815510557964274
402,acon-C_c,max,-3.9760351329064907
403,acon-C_c,min,-13.815510557964274
404,acon-T_c,max,-2.995732273553991
405,acon-T_c,min,-13.815510557964274
406,aconm_c,max,-2.995732273553991
407,aconm_c,min,-13.815510557964274
408,acorn_c,max,-2.995732273553991
409,acorn_c,min,-13.815510557964274
410,acser_c,max,-2.995732273553991
411,acser_c,min,-13.815510557964274
412,actp_c,max,-2.995732273553991
413,actp_c,min,-13.815510557964274
414,ade_c,max,-2.995732273553991
415,ade_c,min,-13.815510557964274
416,adn_c,max,-2.9958332494325215
417,adn_c,min,-13.815510557964274
418,adp_c,max,-13.815510557964274
419,adp_c,min,-13.815510557964274
420,adpglc_c,max,-2.995732273553991
421,adpglc_c,min,-13.815510557964274
422,adphep-DD_c,max,-2.995732273553991
423,adphep-DD_c,min,-6.373600679841427
424,adphep-LD_c,max,-2.995732273553991
425,adphep-LD_c,min,-2.995732273553991
426,adprib_c,max,-2.995732273553991
427,adprib_c,min,-13.815510557964274
428,agm_c,max,-2.995732273553991
429,agm_c,min,-13.815510557964274
430,ahcys_c,max,-2.995732273553991
431,ahcys_c,min,-13.815510557964274
432,ahdt_c,max,-2.995732273553991
433,ahdt_c,min,-13.815510557964274
434,aicar_c,max,-2.995732273553991
435,aicar_c,min,-13.815510557964274
436,air_c,max,-13.815510556275308
437,air_c,min,-13.815510556275308
438,akg_c,max,-6.537629288134899
439,akg_c,min,-13.815510557964274
440,ala-B_c,max,-2.995732273553991
441,ala-B_c,min,-13.815510557964274
442,ala-D_c,max,-2.995732273553991
443,ala-D_c,min,-13.815510557964274
444,ala-L_c,max,-2.995732273553991
445,ala-L_c,min,-13.815510557964274
446,alaala_c,max,-2.995732273553991
447,alaala_c,min,-13.815510557964274
448,alac-S_c,max,-2.995732273553991
449,alac-S_c,min,-13.815510557964274
450,all-D_c,max,-2.995732273553991
451,all-D_c,min,-13.815510557964274
452,all6p_c,max,-2.995732273553991
453,all6p_c,min,-13.815510557964274
454,alltn_c,max,-2.995732273553991
455,alltn_c,min,-13.815510557964274
456,alltt_c,max,-2.995732273553991
457,alltt_c,min,-13.815510557964274
458,allul6p_c,max,-2.995732273553991
459,allul6p_c,min,-13.815510557964274
460,altrn_c,max,-2.995732273553991
461,altrn_c,min,-13.815510557964274
462,amet_c,max,-2.995732273553991
463,amet_c,min,-13.815510557964274
464,ametam_c,max,-2.995732273553991
465,ametam_c,min,-13.815510557964274
466,amob_c,max,-2.995732273553991
467,amob_c,min,-13.815510557964274
468,amp_c,max,-2.995732273553991
469,amp_c,min,-13.815510557964274
470,anhgm_c,max,-2.995732273553991
471,anhgm_c,min,-13.815510557964274
472,anhgm3p_c,max,-2.995732273553991
473,anhgm3p_c,min,-13.815510557964274
474,anhgm4p_c,max,-2.995732273553991
475,anhgm4p_c,min,-13.815510557964274
476,anhm_c,max,-2.995732273553991
477,anhm_c,min,-13.815510557964274
478,anhm3p_c,max,-2.995732273553991
479,anhm3p_c,min,-13.815510557964274
480,anhm4p_c,max,-2.995732273553991
481,anhm4p_c,min,-13.815510557964274
482,anth_c,max,-2.995732273553991
483,anth_c,min,-13.815510557964274
484,ap4a_c,max,-2.995732273553991
485,ap4a_c,min,-13.815510557964274
486,ap5a_c,max,-2.995732273553991
487,ap5a_c,min,-13.815510557964274
488,apg120_c,max,-2.995732273553991
489,apg120_c,min,-13.815510557964274
490,apg140_c,max,-2.995732273553991
491,apg140_c,min,-13.815510557964274
492,apg141_c,max,-2.995732273553991
493,apg141_c,min,-13.815510557964274
494,apg160_c,max,-2.995732273553991
495,apg160_c,min,-13.815510557964274
496,apg161_c,max,-2.995732273553991
497,apg161_c,min,-13.815510557964274
498,apg180_c,max,-2.995732273553991
499,apg180_c,min,-13.815510557964274
500,apg181_c,max,-2.995732273553991
501,apg181_c,min,-13.815510557964274
502,appl_c,max,-2.995732273553991
503,appl_c,min,-13.815510557964274
504,aps_c,max,-2.995732273553991
505,aps_c,min,-13.815510557964274
506,ara5p_c,max,-4.953732373714474
507,ara5p_c,min,-13.815510557964274
508,arab-L_c,max,-2.995732273553991
509,arab-L_c,min,-13.815510557964274
510,aragund_c,max,-2.995732273553991
511,aragund_c,min,-13.815510557964274
512,arbt6p_c,max,-2.995732273553991
513,arbt6p_c,min,-13.815510557964274
514,arbtn_c,max,-2.995732273553991
515,arbtn_c,min,-13.815510557964274
516,arbtn-fe3_c,max,-2.995732273553991
517,arbtn-fe3_c,min,-13.815510557964274
518,arg-L_c,max,-13.815510557964274
519,arg-L_c,min,-13.815510557964274
520,argsuc_c,max,-2.995732275242929
521,argsuc_c,min,-2.995732275242929
522,ascb6p_c,max,-2.995732273553991
523,ascb6p_c,min,-13.815510557964274
524,asn-L_c,max,-2.995732273553991
525,asn-L_c,min,-13.815510557964274
526,asp-L_c,max,-2.995732273553991
527,asp-L_c,min,-13.815510557964274
528,aspsa_c,max,-9.154809846550414
529,aspsa_c,min,-13.815510557964274
530,athr-L_c,max,-2.995732273553991
531,athr-L_c,min,-13.815510557964274
532,athtp_c,max,-2.995732273553991
533,athtp_c,min,-13.815510557964274
534,atp_c,max,-2.9957322752429194
535,atp_c,min,-2.9957322752429194
536,b2coa_c,max,-5.352867086194088
537,b2coa_c,min,-13.815510557964274
538,bbtcoa_c,max,-2.995732273553991
539,bbtcoa_c,min,-13.815510557964274
540,betald_c,max,-2.995732273553991
541,betald_c,min,-13.815510557964274
542,bglycogen_c,max,-2.995732273553991
543,bglycogen_c,min,-13.815510557964274
544,bglycogenn1_c,max,-2.995732273553991
545,bglycogenn1_c,min,-13.815510557964274
546,bmoco_c,max,-2.995732273553991
547,bmoco_c,min,-13.815510557964274
548,bmoco1gdp_c,max,-2.995732273553991
549,bmoco1gdp_c,min,-13.815510557964274
550,bmocogdp_c,max,-2.995732273553991
551,bmocogdp_c,min,-13.815510557964274
552,btal_c,max,-2.995732273553991
553,btal_c,min,-13.815510557964274
554,btcoa_c,max,-2.995732273553991
555,btcoa_c,min,-11.162510357630815
556,btn_c,max,-2.995732273553991
557,btn_c,min,-13.815510557964274
558,but_c,max,-2.995732273553991
559,but_c,min,-13.815510557964274
560,butso3_c,max,-2.995732273553991
561,butso3_c,min,-13.815510557964274
562,bwco_c,max,-2.995732273553991
563,bwco_c,min,-13.815510557964274
564,bwco1gdp_c,max,-2.995732273553991
565,bwco1gdp_c,min,-13.815510557964274
566,bwcogdp_c,max,-2.995732273553991
567,bwcogdp_c,min,-13.815510557964274
568,camp_c,max,-2.995732273553991
569,camp_c,min,-13.815510557964274
570,cbasp_c,max,-2.995732273553991
571,cbasp_c,min,-4.961200132680601
572,cbm_c,max,-2.995732273553991
573,cbm_c,min,-13.815510557964274
574,cbp_c,max,-2.995732273553991
575,cbp_c,min,-13.815510557964274
576,cdg_c,max,-2.995732273553991
577,cdg_c,min,-13.815510557964274
578,cdp_c,max,-2.995732273553991
579,cdp_c,min,-13.815510557964274
580,cdpdddecg_c,max,-2.995732273553991
581,cdpdddecg_c,min,-13.815510557964274
582,cdpdhdec9eg_c,max,-2.995732273553991
583,cdpdhdec9eg_c,min,-13.815510557964274
584,cdpdhdecg_c,max,-2.995732273553991
585,cdpdhdecg_c,min,-13.815510557964274
586,cdpdodec11eg_c,max,-2.995732273553991
587,cdpdodec11eg_c,min,-13.815510557964274
588,cdpdodecg_c,max,-2.995732273553991
589,cdpdodecg_c,min,-13.815510557964274
590,cdpdtdec7eg_c,max,-2.995732273553991
591,cdpdtdec7eg_c,min,-13.815510557964274
592,cdpdtdecg_c,max,-2.995732273553991
593,cdpdtdecg_c,min,-13.815510557964274
594,cechddd_c,max,-2.995732273553991
595,cechddd_c,min,-13.815510557964274
596,cenchddd_c,max,-2.995732273553991
597,cenchddd_c,min,-13.815510557964274
598,cgly_c,max,-2.995732273553991
599,cgly_c,min,-13.815510557964274
600,chol_c,max,-2.995732273553991
601,chol_c,min,-13.815510557964274
602,chor_c,max,-2.995732273553991
603,chor_c,min,-13.815510557964274
604,chtbs6p_c,max,-2.995732273553991
605,chtbs6p_c,min,-13.815510557964274
606,cinnm_c,max,-2.995732273553991
607,cinnm_c,min,-13.815510557964274
608,cit_c,max,-2.995732273553991
609,cit_c,min,-12.83520769861177
610,citr-L_c,max,-2.995732273553991
611,citr-L_c,min,-13.815510557964274
612,ckdo_c,max,-2.995732273553991
613,ckdo_c,min,-13.815510557964274
614,cmp_c,max,-13.815510556275303
615,cmp_c,min,-13.815510557964274
616,co2_c,max,-4.671583606773378
617,co2_c,min,-8.930760794367552
618,coa_c,max,-13.104666337905188
619,coa_c,min,-13.815510557964274
620,colipa_c,max,-2.995732273553991
621,colipa_c,min,-13.815510557964274
622,cpe160_c,max,-2.995732273553991
623,cpe160_c,min,-13.815510557964274
624,cpe180_c,max,-2.995732273553991
625,cpe180_c,min,-13.815510557964274
626,cpg160_c,max,-2.995732273553991
627,cpg160_c,min,-13.815510557964274
628,cpg180_c,max,-2.995732273553991
629,cpg180_c,min,-13.815510557964274
630,cpgn-un_c,max,-2.995732273553991
631,cpgn-un_c,min,-13.815510557964274
632,cph4_c,max,-2.995732273553991
633,cph4_c,min,-13.815510557964274
634,cpmp_c,max,-2.995732273553991
635,cpmp_c,min,-13.815510557964274
636,crn_c,max,-2.995732273553991
637,crn_c,min,-13.815510557964272
638,crn-D_c,max,-2.995732273553991
639,crn-D_c,min,-13.815510557964274
640,crnDcoa_c,max,-2.995732273553991
641,crnDcoa_c,min,-13.815510557964274
642,crncoa_c,max,-2.995732273553991
643,crncoa_c,min,-13.815510557964274
644,csn_c,max,-2.995732273553991
645,csn_c,min,-13.815510557964274
646,ctbt_c,max,-2.995732273553991
647,ctbt_c,min,-13.81551055796427
648,ctbtcoa_c,max,-2.995732273553991
649,ctbtcoa_c,min,-13.815510557964274
650,ctp_c,max,-2.995732273553991
651,ctp_c,min,-13.815510557964274
652,cynt_c,max,-2.995732273553991
653,cynt_c,min,-13.815510557964274
654,cys-D_c,max,-2.995732273553991
655,cys-D_c,min,-13.815510557964274
656,cys-L_c,max,-2.995732273553991
657,cys-L_c,min,-13.815510557964274
658,cyst-L_c,max,-2.995732273553991
659,cyst-L_c,min,-13.815510557964274
660,cytd_c,max,-2.995732273553991
661,cytd_c,min,-13.815510557964274
662,dad-2_c,max,-2.995732273553991
663,dad-2_c,min,-13.815510557964274
664,dad-5_c,max,-2.995732273553991
665,dad-5_c,min,-13.815510557964274
666,dadp_c,max,-2.995732273553991
667,dadp_c,min,-13.815510557964274
668,damp_c,max,-2.995732273553991
669,damp_c,min,-13.815510557964274
670,dann_c,max,-2.995732273553991
671,dann_c,min,-13.815510557964274
672,datp_c,max,-2.995732273553991
673,datp_c,min,-13.815510557964274
674,db4p_c,max,-2.995732273553991
675,db4p_c,min,-13.815510557964274
676,dc2coa_c,max,-5.352867086194328
677,dc2coa_c,min,-13.815510557964274
678,dca_c,max,-2.995732273553991
679,dca_c,min,-13.815510557964274
